_id,prolificId,day,questions,helplineClicks,homePageClicks,glossaryHover,quiz,__v
66b4b6538a731e60a598138e,62928f82dddd8d4039f8b5fe,12,"2,28,18,194,253,42,57,33",0,0,"{'withdrawal': 1, 'sublocade': 1, 'detox': 2}","true,true,true",0
66b556b2ccc80f7a93242589,62928f82dddd8d4039f8b5fe,13,"17,70,89,44,47,86,94",0,0,{},"false,true,",0
66b573e7dfcdba510d0b0e3e,5c464ddf26217400018ca5d6,13,"2,78,54,57,40,67,35",0,0,{},"false,true,",0
66b5acd0e531942fb71b24e8,6654b65b54cb69ea064c38be,13,"6,30,28,37,29,53,33",0,0,{},"true,true,",0
66b61fb713dd5235b6f032ec,62928f82dddd8d4039f8b5fe,14,"1,23,46,28,29,55,73",0,0,{'methadone': 1},"false,true,",0
66b62df19f5c05213d90d219,5c464ddf26217400018ca5d6,14,"1,33,51,60,52,70,64",0,0,"{'methadone': 1, 'suboxone': 1}","false,true,",0
66b71237d897b0cde6292747,6654b65b54cb69ea064c38be,14,"1,7,39,35,35,152,58",0,0,{},"false,true,",0
66b858c051198091ae314d82,6654b65b54cb69ea064c38be,15,"1,17,80,71,203,20,58,129",0,0,{},"true,true,true",0
66b8a13728cffa381a1445ad,5c464ddf26217400018ca5d6,15,"3,1,1,0,2,1,14,47",0,0,{},"false,true,false",0
66b9404e7ffac64ecb24725f,62928f82dddd8d4039f8b5fe,15,"4,18,49,17,56,49,39,32",0,0,{},"true,true,true",0
66d5d0941ec2a32b9c2dfc01,test id,1,"1,1,0,0,1,0,1,0",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'hello 1'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'hello 2'},",0
66d5f97193e4c894242ae281,test,1,"8,3,1,1,1,1,1,1",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'test'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'test'},",0
66d6537ee850b2531dfa24b5,1321,1,"86,4,3,0,2,0,1,2",1,0,{'methadone': 2},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': '12313'},{'question': 'Is a full recovery possible from OUD?', 'answer': '2afweds'},",0
66d65c5e24975c066ae07b05,test,1,"4,3,2,4,2,1,0,2",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'a'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'b'},",0
66d7ba2725c89dfe0dac9e55,test,1,"2,0,0,1,0,0,0,0",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'a'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'a'},",0
66d7c8e637b8279ee24e0e06,test,1,"2,0,0,0,0,0,1,0",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'test'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'test'},",0
66d8790e7e0f17eca7a97014,66b1469b45b8014929a00a61,1,"5,51,73,10,5,1,1,1",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': ""I do of them are feeling lonely and don't have the support they need ""},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes it is'},",0
66d879937e0f17eca7a97016,667354ed1ef72cd7f346f093,1,"15,4,3,3,3,2,1,20",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'Fukl recovery impossible. However anyone can relapse at any time. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes it is possible. But the cravings will always be there'},",0
66d87a2f7e0f17eca7a97018,5b523eca7aceb00001841d71,1,"28,24,49,28,36,8,22,26",0,0,"{'medication-assisted treatment': 1, 'naloxone': 1, 'methadone': 9, 'heroin': 2}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I think the chances are the same, the response I read was someone who was still struggling with addiction after 6 years.'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'I believe it is possible but with dedication and comittment since you will deal with this for the rest of your life.'},",0
66d87a747e0f17eca7a9701a,657081681a9a7ef8f0eecf2e,1,"42,39,78,67,68,55,44,46",0,0,"{'suboxone': 2, 'withdrawal': 4, '12-step meetings': 3, 'methadone': 5}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': ""I don't think it is easier either way. Everyone is different and everyone can struggle.""},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes'},",0
66d87c2ba60c6861e115e224,66bbf6184fbf9d2d5e955f22,1,"58,38,91,64,110,83,47,54",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I don’t think it’s easy for anyone because it’s a disease'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Absolutely '},",0
66d87c4ea60c6861e115e226,66436191125fd343899c47b6,1,"9,150,44,47,105,19,39,51",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I think anyone can relapse as every day is a struggle for anyone that has used drugsle '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Thats a yes and no answer, to me it just depends on the persons will power'},",0
66d87d7da60c6861e115e228,66674f83d34ba401f9d816f6,1,"48,25,54,57,74,48,35,43",0,0,"{'relapse': 1, 'medication-assisted treatment': 2, 'suboxone': 1, 'withdrawal': 2, 'buprenorphine': 1, 'naloxone': 1, '12-step meetings': 1, 'methadone': 4, 'heroin': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'Yes, someone who has been clean for 10 years will probably have built up a stronger support system and stronger daily habits, and will have more resources to prevent the relapse since they will have been working on things like other hobbies and meeting with counselors or doing programs for so long. Both could still relapse though, I just think it is more likely for the person who has not been working on their relapse prevention strategies for as long.'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'No in the sense that the craving will always be there to a degree, but the person can manage it indefinitely without relapsing with the right combination of strategies, medications, and therapies.'},",0
66d87e9ca60c6861e115e22a,66a292cd2a826dbe7e1d79ab,1,"27,34,59,35,49,18,16,49",0,0,{'heroin': 1},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': ""Yes I think it would be easier for someone to relapse who has been clean for 2 years opposed to 10 years. I think it's in large part to the consistency factor of new behaviors.""},{'question': 'Is a full recovery possible from OUD?', 'answer': ""I'm still not convinced either way. I think you can recover in terms of new lifestyle and habits, but not to say that someone may not crave it from time to time. ""},",0
66d87f7da60c6861e115e22c,66a3b470033139dac724e8b3,1,"27,41,51,65,75,49,45,55",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': ""I don't think it's easier either way, I think there's always a chance of relapse for anyone.""},{'question': 'Is a full recovery possible from OUD?', 'answer': ""I don't think full recovery is a thing in any form of mental health such as addiction. Some people are in recovery for years and years and still fight cravings or relapse.""},",0
66d88137ccfe57fa9acf8a45,5c05dde7d183df000142a020,1,"7,25,29,28,27,6,4,17",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I think it can be just as easy to relapse for someone who has been clean for ten years as two years. I think addiction to opiates can be a lifelong struggle that takes daily decisions to not relapse. Although the feelings or craving may lessen, it most likely will still be there. I believe that most people are just one small decision away from relapse.'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'I do think that full recovery from OUD is possible. I think what we need to define is what ""full recovery"" is. To me, full recovery is manageable thoughts without caving into them with actions. Ideally, thoughts to use will lessen but will probably come up every so often. The hope is that the thoughts will be less distressing which means less desire to act on them. I do think full recovery is possible for many people with those who have support, access to treatment and therapy, and access to basic means will more likely be able to maintain recovery.'},",0
66d8846fdb95bb030dca5bd0,663bb0d5572a24c8014255e0,1,"22,23,27,15,24,23,149,12",0,0,"{'relapse': 1, 'buprenorphine': 3, 'naloxone': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': ""I think it's a little easier for someone who has been clean for 10 years. Meaning, I think the risk is less. People who have been sober for longer have more experience on how to cope.""},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes'},",0
66d88694bc7b0c0646c5a28c,6642609fdd12bcf328f62bca,1,"54,128,67,88,205,71,47,184",0,1,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I think either person can be relapse regardless of how many years the person has been sober. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes'},",0
66d887b8bc7b0c0646c5a28e,611bfbd4af7fa6a01a106813,1,"11,24,62,41,48,37,42,45",0,0,"{'buprenorphine': 1, 'medication-assisted treatment': 1, 'relapse': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': ""I think it's easy to relapse in both cases. Somebody who has been clean for 10 years likely has developed stronger coping mechanisms and habits so is maybe better prepared not to relapse, but the risk would still be high.""},{'question': 'Is a full recovery possible from OUD?', 'answer': 'No'},",0
66d887c0bc7b0c0646c5a290,6634ee5e11f612e998d1dae0,1,"94,42,94,74,96,69,48,47",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I do think it is easier for someone 2 years clean to relapse because with each small victory can compound making it easier the longer you stay clean. While someone who is clean for 10 years may still have cravings they have 10 years of victories to rely on to help them resist.'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'It depends on your definition of recovery. If recovery just means staying clean than yes but if recovery means never having a craving then I am not sure it is possible.'},",0
66d88b47fd16bc6bed78cc52,65f4b5d1a054a5cc2f5140b2,1,"35,28,46,38,43,57,28,34",0,0,"{'suboxone': 4, 'medication-assisted treatment': 2, 'naloxone': 1, '12-step meetings': 2, 'relapse': 1, 'methadone': 5, 'heroin': 2, 'withdrawal': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I do not.  Any addict can relapse at any time.  '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes'},",0
66d88bd0fd16bc6bed78cc54,5ae9d6fd1246ce000110ce91,1,"39,77,108,89,109,99,92,77",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'Yes, because over time a person can learn to cope with their cravings and can adjust their life to sober living.'},{'question': 'Is a full recovery possible from OUD?', 'answer': ""It doesn't sound like it is and like people with OUD might struggle with it the rest of their life.""},",0
66d88bf6fd16bc6bed78cc56,5f853fc5c8958e22a676ce55,1,"30,25,23,22,32,6,18,15",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I don’t think the amount of time matters. It varies widely between one individual to the next. Some people are just better at abstaining then others. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'I’m not sure. I’m on suboxone myself and have been for 8 years…'},",0
66d891a696c2029f83f74b0a,666b59f95861737274e65238,1,"56,51,56,48,56,36,58,42",0,0,"{'suboxone': 1, 'medication-assisted treatment': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': ""I think so. The person who was sober for six years said they were struggling, but there was also a level of determination that wasn't present in the questions asked by people who seemed to be fairly new to sobriety.""},{'question': 'Is a full recovery possible from OUD?', 'answer': ""It seems like there will always be cravings, based on the posts that I've read here today; however the person who was sober longest seemed to be six years, so it's possible that it just takes longer than that for cravings to lessen to the point that they're no longer disruptive.""},",0
66d898d6613e2dd049ef3aba,663118ba40958853ca5e00c1,1,"44,36,71,30,46,23,26,19",0,0,{'medication-assisted treatment': 3},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I do not think it is easier for someone to relapse when they have been clean for a shorter amount of time. I think the addition is a battle for the user no matter how long they have been clean, like dealing with a chronic illness. The cravings may decrease with the amount of time someone has been clean, but I do not think they ever go away.'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'A full recovery is possible, but not without hard work and daily challenges to stay sober. Someone will likely battle the cravings for opioids on a regular basis, no matter how long they have been clean. It is an ongoing battle, but recovery is possible.'},",0
66d89e7e6a2571b7ec808dd7,665cd37d244c81a07e68f20f,1,"36,32,44,38,41,17,14,26",0,0,"{'methadone': 5, 'heroin': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I do. I think that after 10 years it will be easier to control the thoughts and you would be more used to the mat drugs because it is slow acting. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes. Even though some of the Mat drugs have some part of an opioid, the negative effects can be limited. '},",0
66d8a10cfca87945ae6f6690,6659d0da9e79475ef3f31c93,1,"21,28,42,25,44,6,13,21",0,0,"{'medication-assisted treatment': 1, 'suboxone': 1, '12-step meetings': 2, 'methadone': 1, 'heroin': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'It might be easier depending on the person'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes'},",0
66d8a199fca87945ae6f6692,614e65b17d2b627f9f3b946c,1,"50,60,117,71,83,60,75,209",0,0,{'methadone': 6},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'It is probably easier due to the fact that they might still be struggling vs someone who has been clean for years and trying to prove to themselves about staying clean.'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes it is possible, but it will depend on the person recovering.'},",0
66d8a75bb0a2d030b6b5da65,66952f0da97854326181d59e,1,"96,63,137,67,68,80,235,62",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I think it would be equally as easy for either person to relapse. Since addiction can be seen as a chronic illness, I think it could be just as easy for either to relapse. This is especially true if they are not receiving support, staying healthy & following up with healthcare professionals. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Somewhat, recovery is an on-going journey & not a destination. '},",0
66d8a92450e16a7ecf2d815a,664cf32f550b719c453c77b3,1,"40,44,34,24,38,20,28,26",0,0,"{'relapse': 2, 'medication-assisted treatment': 1, 'suboxone': 6, 'buprenorphine': 1, 'methadone': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I think that someone who has been clean for two years may be more likely to relapse compared to someone who has been clean for ten years, because they may still be developing coping mechanisms and may get stronger cravings. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'I think that it is possible to stay sober from opioids and to no longer be dependent, but you have to be mindful that the addiction is a lifelong battle.'},",0
66d8aa2350e16a7ecf2d815c,66901f232691d1fd8cbfa889,1,"12,34,72,9,8,8,14,49",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'Yes, although with the right environment,  they could relapse'},{'question': 'Is a full recovery possible from OUD?', 'answer': ""Absolutely.  It depends on the person and their situation.   My husband decided he loved me more and doesn't want to relapse and possibly lose what we have.  He has his priorities right now. ""},",0
66d8ada9850eb2fd823695c4,66901f232691d1fd8cbfa889,1,"8,2,1,1,1,1,1,1",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'Yes, although with the right environment,  they could relapse'},{'question': 'Is a full recovery possible from OUD?', 'answer': ""Absolutely.  It depends on the person and their situation.   My husband decided he loved me more and doesn't want to relapse and possibly lose what we have.  He has his priorities right now. ""},",0
66d8b4778db876ee21db4922,5f6bd25cce33e015198c2aff,1,"10,38,50,40,81,28,22,41",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'No, while someone sober for 10 years has more practice and discipline a relapse is always one step away. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Maybe, but I’m not sure about the science of this. '},",0
66d8b72ace53c900d0152dd8,668cb1b00cc4411c50945566,1,"16,19,7,8,35,9,14,14",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I believe that it is about an equal chance. Doing treatments such as these over time can definitely help a bit more since they have more experience with the treatments but addiction is a disease. No matter how long someone goes to get treatment there is always a chance they will relapse. Things like Mats and methodone are just tools someone can use to get clean. If someone is just doing the treatment and not seeking therapy or mental help, I believe this would make the treatment less effective. It is possible to get clean, but staying clean is the hardest part. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'If someone were to take the required medications and seek professional help outside of that (therapy, group help, etc.) then yes, someone could put it all in the past and live the rest of their lives without opioids. But this is not a done deal once they start treatment. It takes a lot of hard work and support to get over something that completely takes over your life. Sticking to it and getting help whenever you have cravings is essential. '},",0
66d8e8c6e37a57fb582769fe,66894238a0fd4537fb53c120,1,"35,16,27,32,27,6,7,45",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'i think it would be easier for someone who has been clean for two years to relapse due to the fact they have been clean for less time and they have more cravings for drugs than someone who has been clean for 10 yeard'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'yes'},",0
66d8eb96f195eddab65e22a2,66573c811d17794993965781,1,"5,27,67,70,152,52,56,62",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I think it’s harder for a 2 year person to stay clean than a person that has been sober for 10 years. The cravings are probably slightly stronger. But I think both still struggle on the daily. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'Yes, but a lot of people still have cravings after years of sobriety. '},",0
66d8eec6d3fc57998e5af920,6670953b1109632807674872,1,"48,55,172,153,185,162,216,159",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I definitely think it might be easier for someone to relapse that is relatively new to sobriety but any addict can relapse without healthy life choices and continued work. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'No one can ever be cured from an addiction but it can be managed. '},",0
66d8f4e440d3858d23afac7f,6636441f21dcbe289b599427,1,"81,45,61,56,71,66,48,46",0,0,{'relapse': 1},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'yes'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'no'},",0
66d8f54440d3858d23afac81,5cc65f978d2a1e000185c4e9,1,"23,62,98,57,57,35,43,34",0,0,{'methadone': 2},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': ""It doesn't matter the time, it is the same cravings.""},{'question': 'Is a full recovery possible from OUD?', 'answer': 'possibly with the right treatment plan, '},",0
66d906969419842334e49698,665a3795d4e70d54eedfbfd3,1,"5,24,37,31,42,18,3,5",0,0,{'medication-assisted treatment': 2},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'Someone who has been clean for 2 years because cravings can be intense on the beginning and people often doubt you if you have only been clean for 2 years. As the years go by the cravings get less intense and people trust you more. '},{'question': 'Is a full recovery possible from OUD?', 'answer': 'No it is a chronic disease but it can get better over time.'},",0
66d90b8e5f61d7e8d2b93d1c,66667bf09338a8410ddd7138,1,"4,10,16,12,14,9,13,9",0,0,"{'medication-assisted treatment': 2, 'methadone': 1}","{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'I would guess its easier to relapse at the 2 year mark vs the 10 year mark because 2 years is still pretty recent so maybe your body is still craving the drugs more than someone whose body has been used to not having them for so long.'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'No it will always be a constant struggle.'},",0
66d90f59ed7f8f3c9e19f528,60857ec2009abaff15cf110c,1,"95,108,135,181,242,111,187,110",0,0,{},"{'question': 'Based on the response you read, do you think it is easier for someone who has been clean for 2 years to relapse as compared to someone who has been clean for 10 years? Explain your answer.', 'answer': 'Based on the reading, I got the overall impression that relapse is less  enticing as time progresses.'},{'question': 'Is a full recovery possible from OUD?', 'answer': 'It was repeated that it’s a journey, so I’m guessing it’s like other drugs, that you’re always more susceptible than someone who hasn’t previously used.'},",0
